"default","bmaxrate","amount","close","AA","A","B","C","D","bankcardutil"
0,0.21,3000,0,0,0,0,1,0,0.04
0,0.12,13000,0,1,0,0,0,0,0.36
0,0.29,6000,1,0,0,0,0,0,0
0,0.29,2000,1,0,0,0,0,0,0
0,0.29,1500,0,0,0,0,0,0,0.84
0,0.25,9000,0,0,0,0,0,1,0.43
0,0.21,7500,1,0,0,0,1,0,1.02
0,0.29,4500,0,0,0,0,0,0,0.98
0,0.14,3500,0,0,0,1,0,0,0.65
0,0.21,6001,1,0,0,0,0,1,0
0,0.17,6500,0,0,0,0,1,0,0.81
0,0.19,10000,1,0,0,0,1,0,0.81
0,0.18,3100,0,0,0,0,0,1,0.86
0,0.25,9000,0,0,0,0,0,0,0.99
0,0.15,5100,0,0,0,0,1,0,0.19
0,0.25,2500,0,0,0,0,0,1,0.66
1,0.2,2000,0,0,0,0,0,0,1.44
1,0.2,6500,1,0,0,0,1,0,0.9
0,0.25,6000,1,0,0,0,0,0,1
1,0.29,5108,0,0,0,0,0,0,0
0,0.07,1850,1,1,0,0,0,0,0.31
0,0.17,10000,0,0,0,0,1,0,0.85
0,0.22,4000,1,0,0,0,0,1,1
0,0.1,3000,1,0,1,0,0,0,0.32
1,0.17,10000,0,0,0,0,1,0,0.84
0,0.14,1000,0,0,1,0,0,0,0.6
1,0.29,2500,0,0,0,0,0,0,0
0,0.17,4000,1,0,0,0,0,1,0.31
0,0.2,2000,0,0,0,0,0,1,0.01
0,0.16,7000,0,0,0,0,1,0,0.29
0,0.2,9000,0,0,0,0,0,1,0.94
0,0.25,2750,1,0,0,0,0,0,0
0,0.21,15000,0,0,0,0,1,0,0.82
0,0.11,2400,0,0,0,1,0,0,0.25
0,0.15,4000,0,0,0,1,0,0,0.46
0,0.23,5000,0,0,0,0,0,0,0.97
0,0.14,24000,0,0,1,0,0,0,0.54
0,0.17,13000,1,0,0,1,0,0,0.88
0,0.23,4000,1,0,0,0,0,0,1.35
0,0.29,3300,0,0,0,0,0,0,0.91
0,0.15,3000,0,0,0,0,1,0,0
0,0.13,20000,0,1,0,0,0,0,0.13
0,0.15,2000,0,0,0,0,1,0,0
0,0.29,5000,0,0,0,0,0,0,0.83
0,0.25,2550,0,0,0,0,0,1,0.86
0,0.19,6001,1,0,0,0,0,1,0.24
0,0.26,2550,0,0,0,0,0,0,0.88
0,0.18,1000,1,0,0,0,1,0,0
0,0.16,5000,0,0,0,0,1,0,0.94
0,0.2,8000,1,0,0,0,0,1,0.52
0,0.17,1500,0,0,0,0,0,1,0.61
1,0.15,3000,0,0,0,0,0,1,0.73
0,0.19,21200,1,0,0,1,0,0,0.47
0,0.18,5600,0,0,0,1,0,0,0.48
0,0.23,1525,0,0,0,0,0,1,0.56
0,0.2,1500,0,0,0,0,0,0,0.88
0,0.23,25000,0,0,0,1,0,0,0
0,0.08,5000,0,1,0,0,0,0,0.13
0,0.2,2000,1,0,0,0,1,0,0.98
0,0.14,7750,0,0,0,0,1,0,0.59
0,0.12,2500,0,0,0,0,1,0,0
0,0.29,2000,0,0,0,0,0,0,0
0,0.2,7500,1,0,0,0,1,0,0.62
0,0.24,15000,1,0,0,0,0,1,0.81
0,0.2,9000,0,0,0,0,0,1,0.88
0,0.07,1000,0,1,0,0,0,0,0.34
0,0.2,9999,0,0,0,0,0,1,0.9
0,0.29,2550,0,0,0,0,0,0,1
0,0.26,4000,0,0,0,0,0,0,0.99
0,0.08,1668,0,1,0,0,0,0,0.05
0,0.16,25000,0,1,0,0,0,0,0
0,0.19,3001,0,0,0,0,0,1,0.48
1,0.17,9000,0,0,0,0,1,0,0.99
0,0.29,17000,1,0,0,0,0,1,0
0,0.27,3200,1,0,0,0,0,0,0
0,0.19,12500,0,0,0,0,1,0,0.88
1,0.29,1000,1,0,0,0,0,0,0.42
0,0.25,6000,0,0,0,0,0,1,1.02
0,0.15,2300,0,0,0,0,1,0,0.46
0,0.29,2800,0,0,0,0,1,0,0.99
0,0.2,2400,1,0,0,0,0,1,0
0,0.29,2500,0,0,0,0,0,0,0.89
0,0.15,8575,0,0,0,1,0,0,0.9
0,0.27,7500,0,0,0,0,0,0,0.91
0,0.29,2000,0,0,0,0,0,0,1.23
0,0.09,5000,0,1,0,0,0,0,0.17
1,0.25,15000,0,0,0,0,0,1,0.11
0,0.15,5000,0,0,0,0,1,0,0.67
0,0.29,1800,0,0,0,0,0,0,0.85
0,0.2,4600,0,0,0,0,0,0,0.91
0,0.29,15000,0,1,0,0,0,0,0
0,0.1,1000,0,0,1,0,0,0,0.28
0,0.17,15000,0,0,0,1,0,0,0.96
1,0.29,2000,0,0,0,0,0,0,0
0,0.25,25000,0,0,0,0,0,1,0.57
0,0.15,3000,1,0,0,0,1,0,0.99
0,0.15,2000,0,0,0,0,1,0,0.54
0,0.15,6000,0,0,0,1,0,0,0.39
0,0.2,12000,0,0,0,0,1,0,0.26
0,0.1,4000,0,1,0,0,0,0,0.51
0,0.11,11000,1,1,0,0,0,0,0.43
0,0.22,10000,0,0,0,0,0,1,0.93
0,0.28,5000,0,0,0,0,0,0,0.95
1,0.29,4500,0,0,0,0,0,1,0.97
0,0.25,10500,0,0,0,0,0,1,0.81
0,0.09,5000,0,1,0,0,0,0,0.28
0,0.24,7100,0,0,0,0,0,1,0.9
0,0.29,4000,1,0,0,0,0,0,0
0,0.1,5000,0,1,0,0,0,0,0.52
1,0.28,3500,0,0,0,0,0,0,0
0,0.2,19000,0,0,0,0,1,0,0.95
0,0.2,2600,0,0,0,0,0,0,0
0,0.29,2610,0,0,0,0,0,0,1.39
0,0.29,25000,0,0,0,0,1,0,0.95
0,0.29,3000,0,0,0,0,0,0,0.82
0,0.29,2500,1,0,0,0,0,0,1.04
0,0.27,25000,1,0,0,0,1,0,0
0,0.29,25000,0,0,0,1,0,0,0.82
0,0.29,2000,0,0,0,0,0,0,0
0,0.25,3500,0,0,0,0,0,0,0.97
0,0.29,2550,0,0,0,0,0,0,0.91
0,0.05,1000,0,0,0,0,0,1,0.64
0,0.27,1000,1,0,0,0,0,0,0.88
0,0.13,10800,1,0,1,0,0,0,0.68
0,0.2,3000,0,0,0,0,0,1,0.89
0,0.29,3001,0,0,0,0,0,0,0
0,0.24,5500,0,0,0,0,0,1,0
0,0.16,17000,0,0,1,0,0,0,0
0,0.29,5000,1,0,0,0,0,0,0.96
0,0.29,2550,1,0,0,0,0,0,0.91
0,0.29,3000,0,0,0,0,0,1,0.85
0,0.28,6000,0,0,0,0,0,1,0.68
0,0.29,5500,1,0,0,0,1,0,0.72
0,0.18,3100,0,0,0,0,1,0,0.98
1,0.29,3001,0,0,0,0,0,0,0
0,0.18,15000,0,0,0,1,0,0,0.51
0,0.29,3600,1,0,0,0,0,1,0.69
0,0.24,3500,0,0,0,0,0,0,1
0,0.13,5000,1,0,1,0,0,0,0.16
1,0.15,1500,1,0,0,0,1,0,0.2
0,0.2,7400,1,0,0,0,0,1,0.27
0,0.28,1250,0,0,0,0,0,0,0
0,0.27,14000,1,0,0,0,0,1,0.65
0,0.28,5000,0,0,0,0,0,0,0.56
0,0.11,2700,1,1,0,0,0,0,0.12
0,0.11,4999,0,0,1,0,0,0,0.28
1,0.15,3000,0,0,0,0,1,0,0
0,0.2,7500,0,0,0,0,1,0,0.36
0,0.15,25000,0,1,0,0,0,0,0.16
0,0.27,3200,0,0,0,0,0,0,0.98
0,0.15,14500,1,0,1,0,0,0,0
0,0.18,15000,0,0,0,1,0,0,0.65
0,0.2,1300,0,0,0,0,0,0,0
0,0.29,1500,0,0,0,0,0,0,0.95
0,0.2,6500,0,0,0,0,0,1,0.9
0,0.21,6000,0,0,0,0,1,0,0.89
1,0.24,3500,0,0,0,0,0,0,0.83
0,0.29,2000,0,0,0,0,0,0,0.4
0,0.12,2000,0,1,0,0,0,0,0.01
0,0.14,2400,0,0,0,1,0,0,0.94
0,0.29,5000,0,0,0,0,0,0,1.01
0,0.15,1000,1,0,0,0,0,1,0.46
0,0.12,10000,0,0,0,1,0,0,0.5
0,0.22,13000,0,0,0,0,0,1,0.82
0,0.15,15000,0,1,0,0,0,0,0.01
1,0.25,16000,1,0,0,0,0,1,0.67
0,0.24,1000,0,0,0,0,0,0,0.81
0,0.15,5000,0,0,0,1,0,0,0.27
0,0.2,12000,0,0,0,0,1,0,0.66
1,0.22,5000,0,0,0,0,0,1,0.47
0,0.2,3000,0,0,0,0,0,1,0
0,0.29,1500,1,0,0,0,0,0,0.91
0,0.15,5000,0,0,0,1,0,0,0.33
0,0.23,8000,0,0,0,0,1,0,0.75
1,0.29,5000,0,0,0,0,0,0,0.89
0,0.12,20000,0,1,0,0,0,0,0
0,0.14,4000,0,0,0,1,0,0,0.18
1,0.25,1250,0,0,0,0,0,0,0.99
0,0.19,1500,0,0,0,0,0,1,0.86
0,0.12,4000,0,1,0,0,0,0,0.28
0,0.16,6000,0,0,1,0,0,0,0.16
0,0.24,15000,0,0,0,1,0,0,0.86
0,0.2,20000,1,0,0,0,1,0,1
0,0.2,5000,0,0,0,0,0,0,0.72
0,0.17,2800,0,0,0,0,1,0,0
0,0.2,5000,0,0,0,0,1,0,0.97
0,0.18,5500,0,0,0,0,1,0,1.02
0,0.29,10000,0,0,0,0,0,1,0.93
0,0.14,9250,0,0,0,1,0,0,0.92
0,0.07,3000,1,1,0,0,0,0,0.01
1,0.29,2501,1,0,0,0,0,0,0
0,0.12,15000,0,1,0,0,0,0,0
0,0.17,25000,0,0,1,0,0,0,0.54
0,0.17,2000,0,0,0,1,0,0,0.74
0,0.26,3000,1,0,0,0,0,0,0
0,0.29,2501,0,0,0,0,0,0,1.22
0,0.11,6001,0,0,1,0,0,0,0.01
0,0.11,3500,0,0,0,0,0,1,0
0,0.2,9000,0,0,0,0,0,1,0.72
0,0.16,4500,0,0,0,0,0,1,0.88
0,0.18,13000,0,0,0,1,0,0,0.52
0,0.1,2000,0,0,1,0,0,0,0
0,0.15,3500,0,0,0,0,1,0,0.56
0,0.29,3000,0,0,0,0,0,0,0
1,0.29,2550,0,0,0,0,0,0,0.95
0,0.18,14500,1,0,0,1,0,0,0.66
0,0.14,17500,0,0,0,1,0,0,0.79
0,0.17,6001,0,0,0,1,0,0,0.56
0,0.22,20000,1,0,0,1,0,0,0.77
0,0.29,6000,0,0,0,0,0,0,0
0,0.11,1000,0,1,0,0,0,0,0.03
0,0.28,10000,0,0,0,0,1,0,0.24
0,0.11,5000,1,0,0,1,0,0,0.45
1,0.29,1500,1,0,0,0,0,0,1.29
1,0.29,5000,0,0,0,0,0,0,0.88
0,0.23,3100,0,0,0,0,0,0,0.78
0,0.29,10000,0,0,0,0,0,1,0.49
0,0.16,3300,0,0,0,0,1,0,0.3
0,0.27,1700,0,0,0,0,0,0,0.95
0,0.29,2500,0,0,0,0,0,0,0
0,0.17,6750,1,0,0,0,1,0,0.73
0,0.26,6500,0,0,0,0,0,0,0.53
0,0.2,5000,0,0,0,0,1,0,0.81
0,0.29,3000,0,0,0,0,0,0,1.02
0,0.2,9500,0,0,0,0,0,1,0.72
0,0.29,5824,0,0,0,0,0,0,0
0,0.15,15000,0,1,0,0,0,0,0.04
0,0.29,6000,0,0,0,0,0,0,1.02
0,0.1,3600,1,0,1,0,0,0,0.28
0,0.22,10000,0,0,0,0,0,1,0.8
0,0.25,15000,0,0,0,0,1,0,0
0,0.16,23000,1,0,1,0,0,0,0.13
0,0.08,3001,0,1,0,0,0,0,0.14
0,0.28,4000,0,0,0,0,0,0,0.53
0,0.08,2000,0,1,0,0,0,0,0.06
0,0.2,1750,0,0,0,0,0,0,0.96
0,0.13,1200,0,0,0,0,0,1,0.72
0,0.17,1000,0,0,0,0,1,0,0.72
0,0.21,5000,0,0,0,0,0,1,0.26
0,0.18,15000,0,0,0,1,0,0,0.26
0,0.16,5200,0,0,0,0,1,0,0.86
0,0.07,1100,1,0,1,0,0,0,0.18
0,0.19,4400,0,0,0,0,0,1,0.98
1,0.29,16900,0,0,0,0,0,1,0.04
0,0.17,5000,0,0,0,0,0,1,0.89
0,0.25,8500,0,0,0,0,1,0,0.87
0,0.15,10000,0,0,0,1,0,0,0.66
0,0.11,8000,1,1,0,0,0,0,0.17
0,0.21,9500,0,0,0,0,0,1,0.73
0,0.12,10000,1,1,0,0,0,0,0.08
1,0.19,10000,1,0,0,0,1,0,1.02
0,0.09,5000,0,1,0,0,0,0,0.02
1,0.2,4000,0,0,0,0,0,0,0
0,0.2,5500,1,0,0,0,0,1,0.47
0,0.25,2550,1,0,0,0,0,0,0.67
0,0.09,1000,0,1,0,0,0,0,0.02
0,0.16,3000,1,0,0,0,1,0,0.96
0,0.08,2500,0,1,0,0,0,0,0.47
0,0.23,15000,0,0,0,0,1,0,0.86
0,0.26,2864,0,0,0,0,0,0,0.71
0,0.29,1300,0,0,0,0,0,0,0.55
0,0.2,10000,0,0,0,0,1,0,0.35
0,0.14,4500,1,0,0,1,0,0,0.76
0,0.19,19250,0,0,0,1,0,0,0.88
0,0.2,8000,0,0,0,0,0,1,0.92
0,0.28,2250,0,0,0,0,0,0,0.57
0,0.16,3500,0,0,0,0,1,0,0
0,0.12,9000,0,0,1,0,0,0,0.12
0,0.18,8000,0,0,0,0,1,0,0.35
0,0.26,1500,0,0,0,0,0,0,0
0,0.15,3000,0,0,0,0,1,0,0.27
0,0.28,12000,0,0,0,0,0,0,0
0,0.24,2800,0,0,0,0,0,0,0
0,0.15,6500,0,0,0,0,1,0,0.9
0,0.28,3500,1,0,0,0,0,0,0.94
0,0.2,12000,0,0,0,0,1,0,0.95
0,0.12,17000,0,1,0,0,0,0,0.19
0,0.14,7500,0,0,1,0,0,0,0.14
0,0.18,7500,1,0,0,0,0,1,0.96
0,0.23,12000,0,0,0,0,0,1,0.79
0,0.29,2550,0,0,0,0,0,0,1.16
0,0.22,6001,0,0,0,0,0,1,0.01
0,0.19,7500,0,0,0,0,0,1,0.8
1,0.29,3550,0,0,0,0,0,0,0
0,0.23,21000,0,0,0,1,0,0,0
0,0.18,10000,0,0,0,0,1,0,0.96
0,0.14,2690,1,0,0,0,1,0,0.69
0,0.15,4000,0,0,0,0,1,0,0.72
0,0.18,9500,1,0,1,0,0,0,0.36
1,0.21,13500,0,0,0,0,1,0,0.82
0,0.15,5500,0,0,0,0,1,0,0.28
0,0.27,2000,1,0,0,0,0,0,0
0,0.23,3000,0,0,0,0,0,0,0.86
0,0.09,3001,0,1,0,0,0,0,0.34
1,0.25,9000,0,0,0,0,0,1,0.78
0,0.17,3500,0,0,0,0,0,0,0.96
0,0.22,6001,0,0,0,0,0,0,0.25
0,0.29,4000,0,0,0,0,0,0,2.68
0,0.27,1000,0,0,0,0,0,0,0
1,0.25,3001,1,0,0,0,0,1,0.84
0,0.09,5000,0,0,1,0,0,0,0
1,0.29,2700,0,0,0,0,0,0,0.47
0,0.23,3500,1,0,0,0,0,1,0.95
0,0.09,1000,0,0,1,0,0,0,0.6
0,0.18,5600,0,0,0,0,1,0,0.33
0,0.27,7000,0,0,0,0,1,0,0.71
0,0.16,8000,1,0,0,0,1,0,0.59
0,0.22,12800,0,0,1,0,0,0,0
0,0.29,5000,0,0,0,0,0,1,0.77
0,0.2,3000,0,0,0,0,1,0,0.62
0,0.15,3000,0,1,0,0,0,0,0.08
0,0.08,2750,0,1,0,0,0,0,0.01
0,0.29,2000,0,0,0,0,0,0,0
0,0.14,8000,0,0,1,0,0,0,0.44
0,0.24,5000,0,0,0,0,0,1,0.67
0,0.21,15000,0,0,0,0,1,0,0.24
0,0.11,7500,0,1,0,0,0,0,0
0,0.17,5000,0,0,0,0,0,1,0.97
0,0.29,4000,1,0,0,0,0,0,0.16
0,0.15,8500,0,0,0,1,0,0,0.22
1,0.22,15000,0,0,0,0,1,0,0
0,0.19,1000,1,0,0,0,0,0,0
0,0.2,5000,0,0,0,0,0,0,0.87
0,0.29,3000,0,0,0,0,0,0,1.01
0,0.14,25000,0,1,0,0,0,0,0.58
0,0.11,3500,0,1,0,0,0,0,0.1
0,0.24,1000,0,0,0,0,0,0,0
0,0.2,7500,0,0,0,0,0,1,0
0,0.07,1500,1,0,0,0,0,0,0.91
0,0.25,3000,0,0,0,0,0,0,0
0,0.19,9000,0,0,0,0,1,0,0.76
0,0.17,4800,0,0,0,0,1,0,0.88
0,0.25,3000,0,0,0,0,0,0,0.97
0,0.07,2500,1,1,0,0,0,0,0.06
0,0.11,10000,1,1,0,0,0,0,0.23
1,0.29,20000,1,0,0,0,0,1,0.87
1,0.29,3000,1,0,0,0,0,0,0.4
0,0.29,6000,0,0,0,0,0,0,0
1,0.21,4000,1,0,0,0,0,1,0.91
0,0.09,1000,0,0,1,0,0,0,0
0,0.2,2000,0,0,0,0,0,1,0
0,0.25,15000,1,0,0,0,0,1,1.04
0,0.15,12000,0,0,1,0,0,0,0.43
0,0.2,20000,1,0,0,0,1,0,0.2
0,0.1,2000,0,1,0,0,0,0,0
0,0.18,2000,0,0,0,0,0,1,0
1,0.29,2700,0,0,0,0,0,0,0
0,0.16,5000,1,0,0,0,1,0,0.69
0,0.1,7500,0,1,0,0,0,0,0
0,0.19,5000,0,0,0,0,0,0,0.97
0,0.23,15000,0,0,0,0,1,0,0.77
0,0.07,2550,0,1,0,0,0,0,0.44
0,0.17,6300,0,0,0,0,1,0,0.41
0,0.29,1000,1,0,0,0,0,0,1
0,0.09,5000,1,1,0,0,0,0,0
0,0.15,25000,0,0,1,0,0,0,0
0,0.17,1500,0,0,0,0,0,0,0.77
1,0.22,15000,0,0,0,0,0,1,0.83
0,0.21,3000,1,0,0,0,0,1,0.97
0,0.25,3000,0,0,0,0,0,0,0.62
0,0.17,7000,0,0,0,1,0,0,0.51
0,0.22,20000,0,0,0,0,0,1,0.92
0,0.14,22000,0,0,1,0,0,0,0.71
0,0.21,20000,0,0,0,1,0,0,0.01
0,0.1,7000,0,1,0,0,0,0,0.51
0,0.08,1000,0,0,1,0,0,0,0.33
0,0.12,22000,0,1,0,0,0,0,0.37
0,0.25,9000,0,0,0,0,1,0,0.42
1,0.2,2500,0,0,0,0,1,0,1
0,0.27,3000,0,0,0,0,0,0,0.98
0,0.19,4000,0,0,0,0,0,1,0.9
0,0.1,4500,0,0,1,0,0,0,0.69
1,0.28,5200,1,0,0,0,0,0,0.92
0,0.09,1000,0,1,0,0,0,0,0.18
0,0.07,1000,0,1,0,0,0,0,0
0,0.23,3000,0,0,0,0,0,0,0.89
0,0.27,2550,0,0,0,0,0,0,0.98
1,0.27,1700,1,0,0,0,0,0,0
0,0.2,6500,0,0,0,0,0,1,0.74
1,0.29,2500,1,0,0,0,0,0,1.84
0,0.23,1300,0,0,0,0,0,1,0.43
0,0.1,7500,0,1,0,0,0,0,0.2
1,0.26,3675,0,0,0,0,0,0,0.85
1,0.22,5000,0,0,0,0,0,0,0.86
0,0.25,1500,0,0,0,0,0,0,0
0,0.2,5950,0,0,0,0,1,0,0.74
0,0.2,7500,0,0,0,0,1,0,0.74
0,0.17,5000,0,0,0,1,0,0,0.15
0,0.22,1500,1,0,0,0,0,0,1
0,0.11,1550,0,0,0,0,0,1,0.95
0,0.17,5000,0,0,0,0,1,0,0.61
0,0.15,15000,0,1,0,0,0,0,0.16
0,0.29,13531,0,0,0,0,0,1,0.82
0,0.1,14000,0,1,0,0,0,0,0.26
0,0.11,2000,0,0,0,1,0,0,0.75
0,0.14,4575,0,0,0,0,1,0,0.6
0,0.2,2000,1,0,0,0,0,1,0
0,0.24,1000,1,0,0,0,0,0,0.98
0,0.11,25000,0,1,0,0,0,0,0.35
0,0.14,4500,0,1,0,0,0,0,0
0,0.28,6000,0,0,0,0,0,0,0.86
1,0.29,3000,1,0,0,0,0,0,0
1,0.29,2500,0,0,0,0,0,0,0.85
0,0.19,7000,0,0,0,0,1,0,1
0,0.17,6500,1,0,0,0,1,0,0.33
0,0.14,14500,0,0,1,0,0,0,0.48
0,0.2,11000,0,0,0,0,1,0,0.44
0,0.26,2600,0,0,0,0,0,1,0.73
0,0.09,2500,0,1,0,0,0,0,0.09
0,0.2,9500,1,1,0,0,0,0,0.65
0,0.24,3500,0,0,0,0,0,0,0.94
0,0.11,18000,0,1,0,0,0,0,0.46
0,0.1,10000,0,1,0,0,0,0,0.18
0,0.17,18000,0,0,0,1,0,0,0.22
0,0.15,4000,0,0,0,0,0,1,1
0,0.15,2500,0,0,0,0,1,0,0.24
0,0.22,6001,0,0,0,0,0,1,0.69
0,0.29,25000,0,0,0,0,1,0,0.11
0,0.08,1000,0,0,1,0,0,0,0.78
0,0.29,3000,0,0,0,0,0,0,0
0,0.29,5000,1,0,0,0,0,0,1.02
0,0.18,1000,1,0,0,0,0,1,0.61
0,0.16,25000,0,0,1,0,0,0,0.63
1,0.29,2500,0,0,0,0,0,0,1.09
0,0.29,6000,0,0,0,0,0,0,1.12
0,0.29,5000,0,0,0,0,0,0,0
0,0.2,6001,0,0,1,0,0,0,0
0,0.28,4000,0,0,0,0,0,0,0
0,0.09,4800,0,1,0,0,0,0,0.12
0,0.14,5000,0,0,0,1,0,0,0.34
0,0.22,12500,0,0,0,0,1,0,0.96
0,0.22,5400,0,0,0,0,0,1,0.63
0,0.17,15000,1,0,1,0,0,0,0
1,0.29,1000,1,0,0,0,0,0,1
1,0.23,4500,1,0,0,0,0,1,0
1,0.18,7500,0,0,0,0,1,0,0
0,0.24,4100,1,0,0,0,0,0,0.91
0,0.11,5000,0,0,1,0,0,0,0.46
0,0.2,3500,0,0,0,0,0,1,0.8
0,0.29,5000,0,0,0,0,0,1,1
0,0.11,12000,0,0,1,0,0,0,0.41
1,0.29,3500,0,0,0,0,0,0,0
0,0.09,5000,0,0,1,0,0,0,0.54
0,0.17,25000,0,0,0,1,0,0,0.78
0,0.19,8750,0,0,0,0,0,1,0.73
0,0.15,2000,0,0,0,1,0,0,0.02
1,0.2,8500,0,0,0,1,0,0,0.48
0,0.15,2500,0,0,0,0,0,1,1.01
0,0.29,2501,1,0,0,0,0,0,0
0,0.17,7100,0,0,0,0,0,1,0.95
0,0.15,3500,0,0,1,0,0,0,0.32
0,0.25,4000,1,0,0,0,0,0,0.99
0,0.12,15000,0,0,1,0,0,0,0.55
0,0.29,6000,0,0,0,0,0,0,0.84
0,0.18,12000,0,0,1,0,0,0,0.57
0,0.08,2500,0,1,0,0,0,0,0.06
0,0.09,5000,0,1,0,0,0,0,0
0,0.15,2200,1,0,0,0,1,0,0
0,0.25,1500,1,0,0,0,0,0,0
1,0.29,12000,1,0,0,0,0,0,0
0,0.11,1850,0,0,0,0,1,0,0.86
0,0.12,25000,0,1,0,0,0,0,0.01
0,0.29,3000,1,0,0,0,0,0,0
0,0.15,10000,0,0,0,1,0,0,0.68
0,0.25,8000,1,0,0,0,0,1,0.48
0,0.29,5500,0,0,0,0,0,1,0.41
0,0.2,10000,0,0,0,0,1,0,0.87
0,0.13,9000,0,0,0,1,0,0,0.86
0,0.29,5000,0,0,0,0,0,0,0.72
0,0.12,25000,1,1,0,0,0,0,0
0,0.11,12000,0,0,1,0,0,0,0.47
0,0.25,9900,0,0,0,1,0,0,0.37
0,0.27,7500,0,0,0,0,0,0,0.94
0,0.28,15000,0,0,0,1,0,0,0.93
1,0.15,3500,1,0,0,0,1,0,0.89
0,0.07,6500,0,0,0,0,0,0,0.75
0,0.29,4750,1,0,0,0,0,0,1.19
